player_id,player_name,shirt_number,position,substitute,date_of_birth,team,opponent,team_id,opponent_id,home_away,match_id,match_date,liga,peso_liga,minutes_played,rating,goals,assists,birth_year,age,is_u23
1597464,Fernando Ezequiel Moreyra Aldana,3,D,False,650160000,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,90,6.9,0,0,1990,36,False
1381797,Santiago Piccioni,6,D,False,946684800,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,88,6.8,0,0,2000,26,False
990059,Juan Salas,8,M,False,923443200,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,79,6.8,0,0,1999,27,False
321463,Federico Bravo,5,M,False,749779200,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,90,6.7,0,0,1993,33,False
980767,Brandon Cortés,10,M,False,993513600,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,79,7.2,0,0,2001,25,False
1597485,Lautaro Valentín Pereyra,11,M,False,1019088000,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,86,7.1,0,0,2002,24,False
789446,Franco Soldano,7,F,False,779500800,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,79,6.9,0,0,1994,32,False
864074,Tomas Attis,9,F,False,938822400,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,73,7.1,0,0,1999,27,False
912789,Renzo Reynaga,19,F,True,928281600,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,17,6.5,0,0,1999,27,False
938560,Hernán Rivero,20,F,True,716256000,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,11,6.5,0,0,1992,34,False
1214766,Juan Pablo Barinaga,16,M,True,960854400,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,11,6.3,0,0,2000,26,False
859971,Agustín Araujo,18,M,True,928713600,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,11,6.4,0,0,1999,27,False
1598286,Alejo Agustín Miró,17,M,True,1108684800,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,4,6.2,0,0,2005,21,True
42571,Gonzalo Marinelli,1,G,False,602812800,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,90,7.4,0,0,1989,37,False
1514482,Martín Vallejos,4,D,False,977702400,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,90,6.7,0,1,2000,26,False
883236,Ariel Kippes,2,D,False,762134400,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,90,6.7,0,0,1994,32,False
896879,Luciano Recalde,6,D,False,808185600,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,90,7.9,0,0,1995,31,False
1017439,Thomas Ortega,3,D,False,976060800,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,90,6.9,0,0,2000,26,False
1799515,Ramiro Martínez,8,M,False,1064620800,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,81,6.7,0,0,2003,23,True
895347,Agustín Bolívar,5,M,False,821145600,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,90,7.6,0,0,1996,30,False
1512471,Axel Batista,10,M,False,1020902400,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,74,7.5,0,1,2002,24,False
1465702,Ulises Vera,11,M,False,1066694400,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,88,6.7,1,0,2003,23,True
1021876,Agustín Lavezzi,7,F,False,821664000,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,81,7.2,1,0,1996,30,False
879625,Alexis Domínguez,9,F,False,846633600,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,74,6.6,0,0,1996,30,False
974746,José Barreto,19,F,True,951177600,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,16,7.1,0,0,2000,26,False
1084975,Ramiro Luna,17,M,True,806284800,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,16,6.6,0,0,1995,31,False
1101716,Ian Rasso,13,M,True,966211200,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,9,6.1,0,0,2000,26,False
1418610,Joaquin Postigo,16,F,True,1069891200,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,9,6.5,0,0,2003,23,True
174509,Mauro Fernández,18,M,True,607305600,Quilmes Atlético Club,Deportivo Maipú,4936,213042,home,15275513,05/04/2026,Primera B Argentina,0.85,2,6.2,0,0,1989,37,False
2046433,Nahuel Galardi,1,G,False,1021420800,Deportivo Maipú,Quilmes Atlético Club,213042,4936,away,15275513,05/04/2026,Primera B Argentina,0.85,90,6.7,0,0,2002,24,False
1597461,Lucas Nicolás Faggioli,4,D,False,855619200,Deportivo Maipú,Quilmes Atlético Club,213042,4936,away,15275513,05/04/2026,Primera B Argentina,0.85,90,7.2,1,0,1997,29,False
1490990,Luciano Arnijas,2,D,False,1048118400,Deportivo Maipú,Quilmes Atlético Club,213042,4936,away,15275513,05/04/2026,Primera B Argentina,0.85,90,6.7,0,0,2003,23,True
1479452,Aron Rodrigo Aguero Gimenez,6,D,False,1041033600,Deportivo Maipú,Quilmes Atlético Club,213042,4936,away,15275513,05/04/2026,Primera B Argentina,0.85,90,6.7,0,0,2002,24,False
1393295,Juan De la Reta,3,D,False,1114992000,Deportivo Maipú,Quilmes Atlético Club,213042,4936,away,15275513,05/04/2026,Primera B Argentina,0.85,90,6.8,0,0,2005,21,True
249331,Fausto Montero,8,M,False,593481600,Deportivo Maipú,Quilmes Atlético Club,213042,4936,away,15275513,05/04/2026,Primera B Argentina,0.85,70,7.2,0,0,1988,38,False
1128477,Gastón Mansilla,5,M,False,864950400,Deportivo Maipú,Quilmes Atlético Club,213042,4936,away,15275513,05/04/2026,Primera B Argentina,0.85,62,6.8,0,0,1997,29,False
